Date,AAPL,AMZN,EBAY,SPY,AMAT,NVDA,GOOG,QCOM,MU,JNPR,MSFT,FFIV,WDC,ACN,IBM,TER,INFY,SNE,CTSH,DATA
2010-05-14,24.546444,128.529999,9.364478,97.216255,10.988389999999999,12.016124000000001,252.12516800000003,30.825846000000002,8.94,26.048838,23.617422,70.0,33.746821999999995,32.771305,107.041252,10.740387,12.087254,31.190001000000002,24.784536,
2010-05-17,24.585125,128.91000400000001,9.473906,97.267471,11.183553,12.043936,252.34375,30.883703000000004,9.17,26.512983000000002,23.625586,69.610001,34.201904,33.468928999999996,106.42931399999999,10.865165,12.089341000000001,30.67,24.556015,
2010-05-18,24.405254,126.279999,9.330808,95.94442,10.979909,11.645253,247.574768,30.338243,9.08,25.764669,23.453379,68.870003,32.145245,32.998245000000004,106.029495,10.404451,11.999528999999999,30.42,24.312592000000002,
2010-05-19,24.016479,124.589996,9.107744,95.398094,11.047789999999999,11.830688,245.61749300000002,30.123375,8.96,25.452085,23.158163000000002,68.650002,31.558876,32.981434,105.140152,10.462039,11.88256,31.73,24.10891,
2010-05-20,22.993315,119.709999,8.758417,91.795906,10.767774000000001,11.552536,235.970245,29.412651,8.74,24.230158,22.231506,64.730003,30.832471999999996,31.905594,101.011543,10.116502,11.525397,30.67,23.338896,
2010-05-21,23.434298000000002,122.720001,9.015152,93.13604699999999,10.793231,11.802874000000001,234.499802,29.660582,8.93,24.997412,22.010089999999998,66.900002,31.51512,32.056877,102.33335100000001,10.423646000000002,11.778125,32.259997999999996,24.585825,
2010-05-24,23.863678,122.120003,8.989899000000001,91.941025,10.656716000000001,11.459821,237.0383,29.478764,8.79,24.751135,21.542664000000002,67.32,31.112532,32.224979,101.541916,10.279675,11.625652,31.370001000000002,24.153622,
2010-05-25,23.714752,124.860001,9.0867,92.034912,10.810295,11.765786,236.993591,29.429178000000004,8.8,24.874275,21.378649,68.589996,30.771221,31.880371000000004,101.599014,10.289273,11.611032000000002,30.9,24.367237,
2010-05-26,23.607405,123.209999,8.998317,91.480087,10.682314,11.821416000000001,236.198761,28.980515999999998,8.69,24.675356,20.509404999999997,68.690002,30.071083,31.443298,100.546471,10.289273,11.682275,30.389999,24.287754,
2010-05-27,24.500992,126.699997,9.22138,94.544495,11.151585,12.516794,243.645325,29.5455,9.44,25.821505,21.321251,73.220001,31.777664,32.149338,103.124786,10.865165,12.171923,31.65,25.216738,
2010-05-28,24.842377,125.459999,9.010942,93.357986,11.023602,12.183015,241.24592599999997,29.5455,9.09,25.215277,21.157239999999998,70.33000200000001,30.464909000000002,31.535769000000002,102.20281999999999,10.538825,12.089964,30.780001000000002,24.859054999999998,
2010-06-01,25.224370999999998,123.239998,8.821548,91.787376,10.74204,11.663797,239.626465,29.138367,8.66,23.519737,21.231052,67.760002,29.370935,30.854958,101.452164,10.106907000000001,11.888222,30.23,24.411949,
2010-06-02,25.526098,126.309998,8.943603,94.177444,10.963875999999999,11.793604,245.090927,29.9277,9.18,23.955462,21.698470999999998,69.279999,30.841236,30.955824,103.957062,10.462039,12.287506,30.15,25.330999,
2010-06-03,25.445822,128.759995,9.335017,94.501823,11.117453999999999,11.775058,251.16639700000002,30.301579999999998,9.24,24.448017,22.026493,71.959999,31.987713,31.813128000000003,104.4058,10.769182,12.354755,30.049999,25.951979,
2010-06-04,24.753395,122.769997,9.255051,91.181297,10.724977,11.218758,247.748627,29.329475,8.86,23.368174,21.149036,69.010002,30.123596000000003,31.039864,102.219124,10.087711,12.144606,29.24,24.958412,
2010-06-07,24.267931,122.010002,9.069865,90.046013,10.39222,10.662453999999999,241.191284,29.088528000000004,8.38,23.017702,20.739014,67.050003,29.300921999999996,30.720474,101.280792,9.636595,11.884018,28.290001,24.650404,
2010-06-08,24.112223,118.839996,9.128788,91.010612,10.528733,10.36576,240.823669,29.304554,8.54,23.05559,20.59141,66.83000200000001,29.309675,30.628009999999996,100.946274,9.540611,12.058442,28.620001000000002,24.729889,
2010-06-09,23.519409,117.910004,9.166667,90.524048,10.400751,10.115423,235.478439,28.847569,8.53,22.714585999999997,20.328995000000003,66.809998,29.064625,30.628009999999996,101.093163,9.483022,12.012209,28.200001,24.749763,
